actions,PIMS ID,Product,Suppliers,Inventory Tags,Manufacturer,Buying Unit,Selling Unit,Buying Cost,Fixed Price,Non Billable,Markup,Selling Price,Dispensing Fee,Location,Priority,QOH Min,QOH Max
,NONBILL057,Doctor to Confirm Tx Sheet & Doses,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL058,Doctor to Evaluate,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL050,Doctor to Perform Daily PE,,,,Each,Each,,no,yes,0.00%,,0,,,,
,IDS3,Dose Syringe 3ml,,,,Box,Each,0.0,no,no,,0.0,0,,,,
,IDS6,Dose syringe 6ml,,,,Each,Each,0.15,no,no,,0.0,0,,,,
,DL500,"Dosing Labels 1.5""x0.5"" (500ct)",,,,Each,Each,14.35,no,no,,0.0,0,,,,
,DCTC412,Double Christmas Tree Connector 4-12mm,,,,Each,Each,4.01,no,no,,0.0,0,,,,
,DCTC46,Double Christmas Tree Connector 4-6mm,,,,Each,Each,2.77,no,no,,0.0,0,,,,
,IDOXO,Doxorubicin 2mg/ml INJ,,,,Milliliter,Milliliter,0.66,no,no,,5.96,55.0,,,,
,DRLTT,Dr. Larson's Teat Tube,,,,Each,Each,2.14,no,no,,0.0,0,,,,
,VITALS29,Drain #1 - Empty / Note Production,,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,VITALS29b,Drain #2 - Empty / Note Production,,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,DRR,Drain Removal,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,534,Drain-Penrose,,,,Each,Each,0.0,no,no,,76.0,0,,,,
,535,Drain-Thoracic,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,IDBT,Drill Bits/Taper,,,,Each,Each,1.84,no,no,,0.0,0,,,,
,IDEM,Dry Erase Magnet/Asst. Colors,,,,Each,Each,11.99,no,no,,0.0,0,,,,
,IDWS,Dura-white Stones 5pk,,,,Each,Each,19.57,no,no,,0.0,0,,,,
,IDURAPAD,Durasorb pads,,,,Each,Each,19.64,no,no,,1.58,0,,,,
,IDYMO,Dymo Labels,,,,Each,Each,180.0,no,no,,0.0,0,,,,
,537,Ear - Hematoma Repair,,,,Each,Each,0.0,no,no,,295.0,0,,,,
,EOPA,Ear - Oti Pack Admin.,,,,Each,Each,,no,no,,28.5,0,,,,
,ECLARO,Ear - Simplera Application,,,,Each,Each,0.0,no,no,,35.0,0,,,,
,133,Ear -Therapeutic Cleansing,,,,Each,Each,0.0,no,no,,28.75,0,,,,
,BEF,Ear Flush,,,,Each,Each,0.0,no,no,,36.0,0,,,,
,BEFC,Ear Flush - Courtesy,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,132,Ear Hematoma - Draining & Taping,,,,Each,Each,0.0,no,no,,42.5,0,,,,
,HEMCAN,Ear Hematoma with Cannula Placement,,,,Each,Each,0.0,no,no,,95.0,0,,,,
,EPR,Ear Polyp Removal,,,,Each,Each,0.0,no,no,,325.0,0,,,,
,IESC,Ear Speculum cleaner,,,,Each,Each,31.2,no,no,,0.0,0,,,,
,540,Ears-Trim (crop),,,,Each,Each,0.0,no,no,,0.0,0,,,,
,EZOS,Eaze-off Spray,,,,Each,Each,51.22,no,no,,0.0,0,,,,
,EKGH,ECG - In House (Record Vital),,NOT FOR TRACKING,,Each,Each,0.0,no,no,,36.5,0,,,,
,EKGP,ECG Pre - op  Vet Heart Institute,,,,Each,Each,0.0,no,no,,50.0,0,,,,
,EKGS,ECG Vet Heart Institute Stat,,,,Each,Each,85.0,no,no,,191.25,0,,,,
,ECHO,Echocardiogram (Thoracic Ultrasound),,,,Each,Each,325.0,no,no,,425.0,0,,,,
,ULT2,Echocardiogram with Abdominal Ultrasound,,,,Each,Each,0.0,no,no,,600.0,0,,,,
,IS142,"Elasticon 2"" X2.5yds",,,,Each,Each,2.72,no,no,,8.73,0,,,,
,IEL1,Elastikon Tape 1 inch,,,,Each,Each,2.28,no,no,,0.0,0,,,,
,ELDMASK,Eldridge Mask  Set of 3,,,,Each,Each,99.0,no,no,,0.0,0,,,,
,VITALS117,Electrocardiogram (ECG) (single),,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,URW018M,Elegant Photo Urn Small - Mahogany,,,,Each,Each,159.0,no,no,,318.0,0,,,,
,ECC125+,Emp Communal Cremation,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,PEEC,Emp Exotic Cremation w/ Bamboo Box,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,EFCC,Emp Feline Communal Cremation,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,EFPCCB,Emp Feline Cremation in Bamboo Box,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,EFPCMB,Emp Feline Cremation in Memory Box,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,ECCC,Emp K9 Communal Cremation,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,ECPCCB,Emp K9 Cremation in Bamboo Box,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,ECPCMB,Emp K9 Cremation in Memory Box,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,EMP-METF500,EMPLOYEE -  Metformin 500mg - Bottle,,,,Bottle,Bottle,3.64,no,no,,0.06,0,,,,
,EMP-BANDIPHE,EMPLOYEE - Banofen Diphenhydramine 50mg CAP,,,,Capsule,Capsule,14.54,no,no,,0.04,0,,,,
,EMP-COSASUJH,EMPLOYEE - Cosamin ASU Joint Health 230ct. CAP,,,,Capsule,Capsule,47.99,no,no,,0.0,0,,,,
,EMP-WATFRO24,EMPLOYEE - Watermelon Frost 24's TAB,,,,Tablet,Tablet,3.32,no,no,,7.35,0,,,,
,EMPTRASH,Empty Trash ( TX/Lab/Pharmacy/Exam Rooms),,,,Each,Each,,no,yes,0.00%,,0,,,,
,VITALS15,Empty Urine (UCS) & Note Urine Output,,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,VITALS401,Empty Urine (UCS) & Note Urine Output (ml/kg/hr),,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,VITALS121,Empty/Monitor Fecal Catheter Production,,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,VITALS38,End Tidal CO2 (EtCO2),,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,IET9MM,Endo tracheal tube 9mm,,,,Each,Each,4.94,no,no,,0.0,0,,,,
,IS144,Endotracheal tube 03fr,,,,Each,Each,2.15,no,no,,2.15,0,,,,
,IS145,Endotracheal tube 04fr,,,,Each,Each,1.97,no,no,,0.0,0,,,,
,IS146,Endotracheal tube 05fr,,,,Each,Each,2.15,no,no,,0.0,0,,,,
,IS147,Endotracheal tube 06fr,,,,Each,Each,1.42,no,no,,0.0,0,,,,
,IS148,Endotracheal tube 07fr,,,,Each,Each,3.73,no,no,,0.0,0,,,,
,IS149,Endotracheal tube 08fr,,,,Each,Each,1.84,no,no,,0.0,0,,,,
,IS150,Endotracheal tube 09fr,,,,Each,Each,1.84,no,no,,0.0,0,,,,
,IS151,Endotracheal tube 10fr,,,,Each,Each,2.15,no,no,,0.0,0,,,,
,I155,Endotracheal tube 11mm,,,,Each,Each,12.2,no,no,,0.0,0,,,,
,ETT2,Endotracheal Tube 2.0mm Non-Cuffed,,,,Each,Each,3.11,no,no,,0.0,0,,,,
,ETT205C,Endotracheal Tube 2.5mm Cuffed,,,,Each,Each,8.31,no,no,,0.0,0,,,,
,ETT2.5,Endotracheal Tube 2.5mm non-cuffed,,,,Each,Each,5.3,no,no,,0.0,0,,,,
,IEND3.5,Endotracheal tube 3.5fr,,,,Each,Each,2.15,no,no,,0.0,0,,,,
,ENDO4.5,Endotracheal Tube 4.5mm,,,,Each,Each,1.84,no,no,,0.0,0,,,,
,ENDTUB55,Endotracheal Tube 5.5fr,,,,Each,Each,2.15,no,no,,0.0,0,,,,
,IER,Endtube Rack,,,,Each,Each,57.87,no,no,,0.0,0,,,,
,134,Enema Administration,,,,Each,Each,0.0,no,no,,56.5,0,,,,
,IBAY10,Enrofloxacin ( Baytril ) 100mg/ml INJ,,,,Milliliter,Milliliter,0.57,no,no,,1.91,36.5,,,,
,IBAI20,Enrofloxacin ( Baytril ) 22.7mg/ml INJ,,,,Milliliter,Milliliter,2.23,no,no,,4.46,36.5,,,,
,NONBILL120,Ensure Cleanliness of Patient/Bathe PRN,,,,Each,Each,,no,yes,0.00%,,0,,,,
,562,Enterotomy $12/min,,,,Each,Each,0.0,no,no,,12.0,0,,,,
,IF108,Envelopes computer-window,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,IEDT,Enzadent Duel End Toothbrush,,,,Each,Each,3.65,no,no,,7.3,0,,,,
,IENZPAST,Enzadent Toothpaste,,,,Each,Each,7.67,no,no,,15.34,0,,,,
,I699,Epinephrine 1mg/ml ( 1:1000 ) INJ,,,,Milliliter,Milliliter,0.6,no,no,,1.2,36.5,,,,
,IEPIO,EpiOtic Advanced Ear flush 8oz,,,,Each,Each,14.26,no,no,,28.52,0,,,,
,EPP,Episioplasty,,,,Each,Each,0.0,no,no,,380.0,0,,,,
,IESRFF,Equipment Service/Repair Freight Fee,,,,Each,Each,8.0,no,no,,0.0,0,,,,
,IESBP,Esbilac Powder 12oz,,,,Each,Each,12.1,no,no,,24.2,0,,,,
,625,Euthanasia Services,,,,Each,Each,0.0,no,no,,93.5,0,,,,
,625H,Euthanasia Services at Home,,,,Each,Each,0.0,no,no,,240.0,0,,,,
,625S,Euthanasia Services Small Mammal,,,,Each,Each,0.0,no,no,,35.0,0,,,,
,I625,Euthasol INJ,,,,Milliliter,Milliliter,0.76,no,no,,1.52,0,,,,
,ELCBSML,"Everlast Convective Blankets (S,M,L)",,,,Each,Each,116.47,no,no,,0.0,0,,,,
,EATF6,"Everost Allis Tissue Forceps 6""",,,,Each,Each,31.0,no,no,,0.0,0,,,,
,199,Exam - Acupuncture,,,,Each,Each,0.0,no,no,,180.0,0,,,,
,135B,Exam - Behavioral Consultation,,,,Each,Each,0.0,no,no,,175.0,0,,,,
,EF,Exam - Emergency Care,,,,Each,Each,0.0,no,no,,152.5,0,,,,
,EE,Exam - Exotic,,,,Each,Each,0.0,no,no,,84.5,0,,,,
,139,Exam - House Call,,,,Each,Each,0.0,no,no,,105.5,0,,,,
,142H,Exam - In Hospital,,,,Each,Each,0.0,no,no,,15.0,0,,,,
,137A,Exam - Litter (ea),,,,Each,Each,0.0,no,no,,28.5,0,,,,
,MPEEXOTI,Exam - Medical Progress Exotic,,,,Each,Each,0.0,no,no,,59.5,0,,,,
,BOVVEC,Exam - Medical Progress From VEC,,,,Each,Each,0.0,no,no,,49.5,0,,,,
,DRVSCON,Exam - Specialist Consultation,,,,Each,Each,0.0,no,no,,200.0,0,,,,
,UC,Exam - Urgent Care,,,,Each,Each,0.0,no,no,,96.5,0,,,,
,IEXGL,Exam gloves Sensicare,,,,Each,Each,7.19,no,no,,0.0,0,,,,
,542,Exploratory-Abdominal,,,,Each,Each,0.0,no,no,,585.0,0,,,,
,543,Exploratory-Thoracic,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,122,Express Anal Glands,,,,Each,Each,0.0,no,no,,29.5,0,,,,
,NONBILL060,Express Bladder,,,,Each,Each,,no,yes,0.00%,,0,,,,
,IES,Extension Set/T Connector,,,,Each,Each,2.93,no,no,,0.0,0,,,,
,145,Eye - Cleansing/Medicating,,,,Each,Each,0.0,no,no,,35.5,0,,,,
,546,Eye - Conjuctival Flap,,,,Each,Each,0.0,no,no,,175.0,0,,,,
,146,Eye - Corneal Staining,,,,Each,Each,0.0,no,no,,44.75,0,,,,
,544,Eye - Entropion Repair ea,,,,Each,Each,0.0,no,no,,175.0,0,,,,
,545,Eye - Enucleation,,,,Each,Each,0.0,no,no,,415.0,0,,,,
,EIOP,Eye - IOP Measurement (Record Vitals),,NOT FOR TRACKING,,Each,Each,0.0,no,no,,44.75,0,,,,
,541,Eye - Tack Lids Each Pup,,,,Each,Each,0.0,no,no,,65.0,0,,,,
,EYETARSO,Eye - Tarsorrhaphy,,,,Each,Each,225.0,no,no,,265.0,0,,,,
,547,Eye-Removal 3rd Eyelid Gland,,,,Each,Each,0.0,no,no,,150.0,0,,,,
,ECH,Eye/ Cauterize hair,,,,Each,Each,0.0,no,no,,45.0,0,,,,
,EFTD,Eye/Flush tear ducts,,,,Each,Each,0.0,no,no,,40.5,0,,,,
,IFAIR,F/Air Canister,,,,Each,Each,4.92,no,no,,0.0,0,,,,
,IFTC,Facial Tissue Cube 85/36cs,,,,Each,Each,43.28,no,no,,34.9,0,,,,
,IFAMI,Famotidine 10mg/ml INJ,,,,Milliliter,Milliliter,0.64,no,no,,1.27,53.0,,,,
,VITALS607,FAS Score (Canine),,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,VITALS606,FAS Score (Feline),,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,VITALS43,FAST Scan,,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,FRRPA,Fax/Online Refill Req (each additional),,,,Each,Each,3.0,no,no,,3.0,0,,,,
,FRRC,Fax/Online Refill Req Charge,,,,Each,Each,5.0,no,no,,5.0,0,,,,
,230,Fecal - Courtesy,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,50100,Fecal (delayed) (IRL 50100),,,,Each,Each,0.0,no,no,,0.0,0,,,,
,IFLL,Fecal Loops large,,,,Each,Each,3.41,no,no,,0.0,0,,,,
,IFLS,Fecal Loops Small,,,,Each,Each,1.74,no,no,,0.0,0,,,,
,VITALS09,Fecal Scoring,,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,IL119,Fecal solution,,,,Each,Each,11.89,no,no,,23.78,0,,,,
,FS,Fecal Stain,,,,Each,Each,0.0,no,no,,34.5,0,,,,
,FECTRANS,Fecal Transplant,,,,Each,Each,0.0,no,no,,125.0,0,,,,
,FEDEXPU,Federal Express Pick-Up Fee,,,,Each,Each,110.0,no,no,,110.0,0,,,,
,FEDEX,FEDEX Overnight,,,,Each,Each,100.0,no,no,,100.0,0,,,,
,VITALS27,Feeding Tube - Aspirate/Maintain/Note Production,,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,VITALS28,Feeding Tube - Feed and Note,,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,FDTB,Feeding Tube Placement,,,,Each,Each,0.0,no,no,,125.0,0,,,,
,IL296799,Feline Comp Well w/ BNP (IRL 29679999),,,,Each,Each,69.35,no,no,,149.5,0,,,,
,86027,Feline Comp Well w/ Fecal (IRL 28479999),,,,Each,Each,93.55,no,no,,229.5,0,,,,
,FEPPT,Feline Enteropathogen Panel to Texas,,,,Each,Each,140.5,no,no,,316.12,0,,,,
,VITALS400,Feline Grimace Scale (FGS),,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,85425,Feline Jr. Wellnes Profile,,,,Each,Each,28.68,no,no,,49.5,0,,,,
,VAX015,Feline Leukemia (FeLV) Vaccine,BI,Vaccines,,Dose,Dose,0.0,no,no,,45.5,0,,,,
,IFVL,Feline Purevax FeLV,,,,Each,Dose,21.23,no,no,,42.47,0,,,,
,IFVR,Feline Purevax FVRCP,,,,Each,Dose,7.85,no,no,,15.7,0,,,,
,FPR1Y0.5,Feline Purevax Rabies 1 Year 0.5ml Dose,,,,Each,Each,16.59,no,no,,33.19,0,,,,
,FVRA,Feline RCP Purevax  Annual,,,,Each,Dose,0.0,no,no,,31.5,0,,,,
,FRBSML,"Feline Restraint Bag Set (S,M,L)",,,,Each,Each,60.0,no,no,,0.0,0,,,,
,FELDR30,Feliway Diffuser Refill 30 Day,,,,Each,Each,19.99,no,no,,39.98,0,,,,
,IFELR,Feliway Multi Cat Refill 30 Day,,,,Each,Each,16.05,no,no,,35.38,0,,,,
,FELMSK,Feliway Multi Cat Starter Kit,,,,Each,Each,20.06,no,no,,40.54,0,,,,
,IFELS20,Feliway Spray 20ml,,,,Each,Each,13.0,no,no,,18.43,0,,,,
,FELIW219,Feliway Spray 219 ml,,,,Each,Each,53.73,no,no,,0.0,0,,,,
,IFELS,Feliway Spray 60ml,,,,Each,Each,21.59,no,no,,54.6,0,,,,
,IFELW,Feliway Wipe Single,,,,Each,Each,0.79,no,no,,1.66,0,,,,
,I663,Fentanyl 50mcg/mL INJ,,,,Milliliter,Milliliter,0.72,no,no,,0.77,0,,,,
,IFILE,File Folders 1/3 Tab,,,,Each,Each,10.99,no,no,,0.0,0,,,,
,RXREQUEST,Fill All Approved RX Requests,,,,Each,Each,,no,yes,0.00%,,0,,,,
,FNA,Fine Needle Aspirate,,,,Each,Each,15.0,no,no,,15.0,0,,,,
,FIVPCR,FIV RealPCR Test add-on,,,,Each,Each,119.66,no,no,,149.58,0,,,,
,VAX016,FIV Vaccine,BI,Vaccines,,Dose,Dose,0.0,no,no,,0.0,0,,,,
,IFCT12,Flow Control Tube/10ml in 12hrs,,,,Each,Each,12.11,no,no,,0.0,0,,,,
,FLCTU,Flow Control w/ Tubing 10ml/ 4hr,,,,Each,Each,10.25,no,no,,0.0,0,,,,
,350,Fluid Therapy - I.V.,,,,Each,Each,0.0,no,no,,106.5,0,,,,
,351,Fluid Therapy - SUBCUTANEOUS,,,,Milliliter,Each,0.0,no,no,,36.5,0,,,,
,IVFA,Fluid Therapy IV Additional,,,,Each,Each,0.0,no,no,,55.0,0,,,,
,IL121,Fluorescein Stain Strips,,,,Each,Each,14.8,no,no,,39.48,0,,,,
,FLU,Fluoride Treatment,,,,Each,Each,0.0,no,no,,25.0,0,,,,
,IFMG,Fluoride Tx Gel 4.3 oz,,,,Each,Each,18.05,no,no,,7.5,0,,,,
,NONBILL180,Flush E-tube with Water,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL062,Flush IV Catheter,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL063,Flush Urinary Catheter,,,,Each,Each,,no,yes,0.00%,,0,,,,
,ISRFL,Flushing Syringe Curved Tip --12 cc,,,,Each,Each,0.5,no,no,,1.0,0,,,,
,FC6301.5,Foley Catheter 6fr x 30cm 1.5ml Balloon,,,,Each,Each,18.74,no,no,,0.0,0,,,,
,FC10303,Foley Catheter10fr x 30cm 3ml Balloon,,,,Each,Each,10.82,no,no,,0.0,0,,,,
,450.55,Fracture Repair - IM Pinning,,,,Each,Each,0.0,no,no,,830.0,0,,,,
,549,Fracture Repair- K-E Apparatus,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,551,Fracture Repair-Mandibular Sym,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,INTERCEP,Free Interceptor from Elanco for Employe,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,VITALS120,Free Style Libre Glucose,,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,FRONT12,Frontline GOLD 6ct $12 Instant Rebate,,,,Each,Each,-12.0,no,no,,-12.0,0,,,,
,T4SH,"FT4, cTSH (Thyroid Profile 6) (IRL 852)",,,,Each,Each,39.15,no,no,,93.0,0,,,,
,DXRAYC,Full Mouth Dental X-Rays ( Cat ),,,,Each,Each,0.0,no,no,,150.0,0,,,,
,DXRAY,Full Mouth Dental X-Rays ( Dog 0-50lbs),,,,Each,Each,0.0,no,no,,175.0,0,,,,
,DXRAYL,Full Mouth Dental X-Rays ( Dog 50+lbs),,,,Each,Each,0.0,no,no,,225.0,0,,,,
,FME,Full Mouth Extraction Feline,,,,Each,Each,0.0,no,no,,600.0,0,,,,
,IL123,Fungassay or DTM,,,,Each,Each,0.95,no,no,,13.32,0,,,,
,I651,Furosemide ( Lasix ) 50mg/ml INJ,,,,Milliliter,Milliliter,0.34,no,no,,0.81,36.5,,,,
,FVR1,Fvrc-P 1#,,,,Each,Dose,0.0,no,no,,31.5,0,,,,
,FVR2,Fvrc-P 2#,,,,Each,Dose,0.0,no,no,,31.5,0,,,,
,FVR3,Fvrc-P 3#,,,,Each,Dose,0.0,no,no,,31.5,0,,,,
,FVRCCP/Rabies Combo,FVRCCP/Rabies Combo,,,,Dose,Dose,,no,no,,0.0,0,,,,
,GPEXY,Gastropexy,,,,Each,Each,0.0,no,no,,1050.0,0,,,,
,554,Gastrotomy,,,,Each,Each,0.0,no,no,,350.0,0,,,,
,IS166,Gauze roll 2in,,,,Each,Each,0.23,no,no,,0.0,0,,,,
,IS167,Gauze roll 3in,,,,Each,Each,1.87,no,no,,0.0,0,,,,
,IG4,"Gauze roll 4 """,,,,Each,Each,0.36,no,no,,1.78,0,,,,
,GS2X2,Gauze Square 2x2 P200,,,,Each,Each,1.66,no,no,,0.0,0,,,,
,IGZ3,Gauze square 3x3 200/pkg,,,,Each,Each,1.95,no,no,,0.0,0,,,,
,NONBILL143,Geiger Measurement,,,,Each,Each,,no,yes,0.00%,,0,,,,
,GSUGPA,General Surgery Pack,,,,Each,Each,670.24,no,no,,0.0,0,,,,
,GENTINJ,Gentamicin Sulfate 100mg/ml INJ,,,,Milliliter,Milliliter,0.29,no,no,,0.58,0,,,,
,TEXGI,GI Panel to Texas A&M,,,,Each,Each,86.0,no,no,,162.0,0,,,,
,DEGHX,Gingivectomy ( Hyperplasia ) Full Mouth,,,,Each,Each,0.0,no,no,,150.0,0,,,,
,IGWF,Give With Food Labels,,,,Each,Each,4.95,no,no,,0.0,0,,,,
,ITCGLITT,Glitter Vet Wrap,,,,Each,Each,1.53,no,no,,2.19,0,,,,
,GLVMEDK,Gloves - Medium (Kennel),,,,Each,Each,14.8,no,no,,10.0,0,,,,
,GLEL,Gloves Exam Large,,,,Each,Each,14.8,no,no,,0.0,0,,,,
,IS172,Gloves Exam Med,,,,Each,Each,14.8,no,no,,47.28,0,,,,
,GES,Gloves Exam Small,,,,Each,Each,14.8,no,no,,0.0,0,,,,
,IS174,Gloves surg size 6.5  50/bx,,,,Each,Each,52.89,no,no,,0.0,0,,,,
,IS175,Gloves surg size 7,,,,Each,Each,38.47,no,no,,0.0,0,,,,
,IS176,Gloves surg size 7.5,,,,Each,Each,53.67,no,no,,0.0,0,,,,
,GEL,Gloves- Large (Kennel),,,,Each,Each,11.79,no,no,,0.0,0,,,,
,IGLT,Gluture Tissue Adhesive,,,,Each,Each,28.22,no,no,,0.0,0,,,,
,IS182,Gowns-surgical-xlarge,,,,Each,Each,29.41,no,no,,0.0,0,,,,
,IGA,Groom Aid,,,,Each,Each,18.65,no,no,,37.3,0,,,,
,IHSG,Hand Soap - Gallon - (Septisol),,,,Each,Each,10.59,no,no,,0.0,0,,,,
,IHLCL,Handpiece Lubricant Champ lube,,,,Each,Each,15.0,no,no,,0.0,0,,,,
,DEHP,Hard Palate Correction,,,,Each,Each,0.0,no,no,,64.5,0,,,,
,HFKP,Harmony Fastening Keypods (5-pod set),,,,Each,Each,3.15,no,no,,3.31,0,,,,
,HBTO90,Hay Blends Timothy + Orchard 90 oz,,,,Each,Each,12.38,no,no,,13.0,0,,,,
,141,Health Certificate - Domestic,,,,Each,Each,0.0,no,no,,49.5,0,,,,
,HCL,Health Certificate - For Sale,,,,Each,Each,0.0,no,no,,29.5,0,,,,
,141I,Health Certificate - International,,,,Each,Each,0.0,no,no,,379.5,0,,,,
,HGC,Health Gard Can,,,,Each,Each,5.15,no,no,,5.41,0,,,,
,HGNG1,Heartgard 12+12 Nexgard $40 Rebate,,,,Each,Each,-40.0,no,no,,-40.0,0,,,,
,HGNG2,Heartgard 12+6 Nexgard $30 Rebate,,,,Each,Each,-30.0,no,no,,-30.0,0,,,,
,HG15,Heartgard 12ct $15 Instant Rebate,,,,Each,Each,-15.0,no,no,,-15.0,0,,,,
,PULSE4,Heartgard 6+6 Nexgard $20 Rebate,,,,Each,Each,-20.0,no,no,,-20.0,0,,,,
,HGNG20,Heartgard Plus 6+6 NexGard $20 Rebate,,,,Each,Each,-20.0,no,no,,-20.0,0,,,,
,HG1SAMP,Heartgard Plus Chew 1-25 # SAMPLE,,,,Tablet,Tablet,0.0,no,no,,0.0,0,,,,
,HG25SAMP,Heartgard Plus Chew 25-50 # SAMPLE,,,,Tablet,Tablet,0.0,no,no,,0.0,0,,,,
,HG51SAMP,Heartgard Plus Chew 50-100# SAMPLE,,,,Tablet,Tablet,0.0,no,no,,0.0,0,,,,
,NONBILL190,Heat Lamp On / Off,,,,Each,Each,,no,yes,0.00%,,0,,,,
,HEMSAPP,Hemablock Syringe Applicator,,,,Each,Each,48.19,no,no,,0.0,0,,,,
,ITSG,Hematocrit Tubes Statspin,,,,Each,Each,0.16,no,no,,0.67,0,,,,
,HNBF,Hemo Nate Blood Filter,,,,Each,Each,7.79,no,no,,0.0,0,,,,
,HEP1000,Heparin 1000 IU/ml INJ,,,,Milliliter,Milliliter,0.31,no,no,,6.28,0,,,,
,HEP5000,Heparin 5000 units/ml INJ,,,,Milliliter,Milliliter,0.94,no,no,,1.96,0,,,,
,HERABD,Hernia - Abdominal,,,,Each,Each,375.0,no,no,,425.0,0,,,,
,556,Hernia-Diaphragmatic,,,,Each,Each,0.0,no,no,,950.0,0,,,,
,557,Hernia-Inguinal,,,,Each,Each,0.0,no,no,,400.0,0,,,,
,558,Hernia-Perineal,,,,Each,Each,0.0,no,no,,330.0,0,,,,
,559,Hernia-Umbilical,,,,Each,Each,0.0,no,no,,180.0,0,,,,
,HESIVFP,Heska Vet/IV 2.2 Infusion Pump (Hospira),,,,Each,Each,1116.0,no,no,,0.0,0,,,,
,HETA250,Hetastarch 250 ml,,,,Milliliter,Milliliter,24.52,yes,no,0.00%,49.04,0,,,,
,IHETA,Hetastarch 500 ml,,,,Each,Each,29.12,no,no,,58.24,0,,,,
,8873,Hill's Feline Adult Indoor Chicken 15.5#,,,,Each,Each,50.8,no,no,,76.2,0,,,,
,6247,Hill's Feline C/D Chicken 4 lb bag,,,,Bag,Bag,26.82,no,no,50.00%,40.23,0,,,,
,607887,Hill's Feline K/D Starter Kit,,,,Each,Each,19.26,no,no,,28.89,0,,,,
,605088,Hill's K-9 K/D Starter Kit,,,,Each,Each,18.89,no,no,,28.34,0,,,,
,608476,Hill's K9 Z/D Low Fat 13oz Can,,,,Each,Each,3.92,no,no,,5.88,0,,,,
,608499,Hill's K9 Z/D Low Fat 8# Bag,,,,Each,Each,38.76,no,no,,58.14,0,,,,
,6238,Hills Feline C/D M/Car Chicken 5.5oz Can,,,,Each,Each,2.31,no,no,,3.46,0,,,,
,3386,Hills Feline C/D M/Car Chk/Veg Stw 2.9oz,,,,Each,Each,1.83,no,no,,2.74,0,,,,
,6239,Hills Feline C/D M/Car O/Fish 5.5oz Can,,,,Each,Each,2.21,no,no,,3.31,0,,,,
,3385,Hills Feline C/D M/Car Tun/Veg Stw 2.9oz,,,,Each,Each,1.83,no,no,,2.74,0,,,,
,603930,Hills Feline C/D M/Stress 4# Bag,,,,Each,Each,28.91,no,no,,43.36,0,,,,
,3387,Hills Feline C/D M/Strs Ckn/Veg Stw 2.9o,,,,Each,Each,1.75,no,no,,2.63,0,,,,
,604199,Hills Feline GI Biome 4# Bag,,,,Each,Each,25.72,no,no,,38.58,0,,,,
,604200,Hills Feline GI Biome 8.5# Bag,,,,Each,Each,48.81,no,no,,73.22,0,,,,
,604202,Hills Feline GI Biome Ckn Stew 2.9oz Can,,,,Each,Each,1.9,no,no,,2.84,0,,,,
,4629,Hills Feline I/D 4# Bag,,,,Each,Each,24.32,no,no,,36.48,0,,,,
,4628,Hills Feline I/D Chicken Pate 5.5oz Can,,,,Each,Each,2.26,no,no,,3.4,0,,,,
