actions,PIMS ID,Product,Suppliers,Inventory Tags,Manufacturer,Buying Unit,Selling Unit,Buying Cost,Fixed Price,Non Billable,Markup,Selling Price,Dispensing Fee,Location,Priority,QOH Min,QOH Max
,516,Biopsy-Cutaneous,,,,Each,Each,0.0,no,no,,85.0,0,,,,
,517,Biopsy-Liver/Kidney,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,518,Biopsy-Lymph Node,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,BLADDCA,Bladder Contrast Administration,,,,Each,Each,10.0,no,no,,19.5,0,,,,
,NONBILL008,Blood Draw,,,,Each,Each,,no,yes,0.00%,,0,,,,
,VITALS33,Blood Glucose (BG),,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,VITALS39,Blood Ketones,,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,VITALS35,Blood Pressure (diastolic),,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,VITALS36,Blood Pressure (mean),,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,VITALS34,Blood Pressure (systolic),,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,BP,Blood Pressure Check (Record Vital),,NOT FOR TRACKING,,Each,Each,0.0,no,no,,34.5,0,,,,
,366,Blood Tranfusion - Cat & Dog <15lb,,,,Each,Each,0.0,no,no,,285.0,0,,,,
,365,Blood Transfusion Dog 15lb & up,,,,Each,Each,0.0,no,no,,470.0,0,,,,
,BRDM,Boarding 21-40#,,,,Each,Each,0.0,no,no,,29.75,0,,,,
,BRDL,Boarding 41-60#,,,,Each,Each,0.0,no,no,,34.75,0,,,,
,BRDXL,Boarding 61#>,,,,Each,Each,0.0,no,no,,39.75,0,,,,
,BMADFEE,Boarding Med Administration Fee Per Day,,,,Each,Each,0.0,no,no,,6.0,0,,,,
,BRDS,Boarding Small 0-20lbs,,,,Each,Each,0.0,no,no,,24.75,0,,,,
,BRDF,Boarding-Feline,,,,Each,Each,0.0,no,no,,36.75,0,,,,
,MC,Body Clip - Medically Necessary,,,,Each,Each,0.0,no,no,,99.5,0,,,,
,BMB,Bone Marrow Biopsy,,,,Each,Each,0.0,no,no,,38.5,0,,,,
,VAX002,Bordetella Injectable Vaccine,,Vaccines,,Dose,Dose,0.0,no,no,,0.0,0,Eustis Veterinary Hospital,,20,60
,VAX003,Bordetella Intranasal Vaccine,,Vaccines,,Dose,Dose,0.0,no,no,,0.0,0,,,,
,VAX004,Bordetella Oral Vaccine,,Vaccines,,Dose,Dose,7.56,no,no,,25.5,0,,,,
,BAL,BronchoAlveolar Lavage,,,,Each,Each,0.0,no,no,,75.0,0,,,,
,BRUSH,Brush Out / Sanitary Clip,,,,Each,Each,0.0,no,no,,24.5,0,,,,
,BUFC,Buffy Coat Check for Mast Cells,,,,Each,Each,99.57,no,no,,224.03,0,,,,
,NONBILL178,Call to Check Out Client,,,,Each,Each,,no,yes,0.00%,,0,,,,
,VAX005,Canine Influenza Vaccine H3N2,,Vaccines,,Dose,Dose,0.0,no,no,,0.0,0,,,,
,VAX006,Canine Influenza Vaccine H3N8,,Vaccines,,Dose,Dose,0.0,no,no,,0.0,0,,,,
,VAX007,Canine Influenza Vaccine H3N8 & H3N2 Bivalent Vaccine,,Vaccines,,Dose,Dose,0.0,no,no,,0.0,0,,,,
,CR,Cast Repair,,,,Each,Each,0.0,no,no,,45.5,0,,,,
,NONBILL-CEFTINJ1,Ceftazidime Injection 1gm (100mg/mL),,,,Milliliter,Milliliter,,no,yes,0.00%,,0,,,,
,NONBILL016,Change CRI,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL017,Change IV Catheter,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL018,Change IV Fluids,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL137,Change Oxygen %,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL185,Check / Apply Figure 8 / Body Wrap,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL188,Check / Apply Tail Guard,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL020,Check / Clean Eyes,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL184,Check / Clean Pin Tracts,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL138,Check Airway,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL021,Check All Connections are Closed,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL167,Check Bandage (+/- Toes),,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL022,Check Central Line Catheter / Maintenance,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL025,Check Connections / Ports / Tubing,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL027,Check Endotracheal Tube / Maintenance,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL193,Check Esophagostomy (E-tube) Placement,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL189,Check Feet for Lesions,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL029,Check for Hotspots / Redness / Skin Irritation,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL031,Check Holter Monitor,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL032,Check Incision / Wound,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL033,Check IV Catheter / Maintenance,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL030,Check Limb,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL036,Check Nasal Cannula,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL183,Check Neuro Status,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL139,Check Oxygen Cage Soda Lime / Drip Tray,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL041,Check Oxygen Cage Temperature/Humidity,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL038,Check Pain Patch,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL039,Check Paws,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL168,Check Stay Sutures,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL043,Check Tracheostomy Tube / Maintenance,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL140,Check Vent Tubing/Filters/Humidifier,,,,Each,Each,,no,yes,0.00%,,0,,,,
,VITALS404,Chest Tube - Lavage (mL) (left side),,NOT FOR TRACKING,,Milliliter,Milliliter,0.0,no,yes,0.00%,,0,,,,
,VITALS404b,Chest Tube - Lavage (mL) (right side),,NOT FOR TRACKING,,Milliliter,Milliliter,0.0,no,yes,0.00%,,0,,,,
,CHT,Chest Tube Placement Procedure,,,,Each,Each,0.0,no,no,,45.0,0,,,,
,CRER,Clean & Restock Exam Rooms,,,,Each,Each,,no,yes,0.00%,,0,,,,
,CAET,Clean All Exam Tables,,,,Each,Each,,no,yes,0.00%,,0,,,,
,CBS,Clean Baby Scales,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL044,Clean Cage / Run,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL192,Clean E-tube with Chlorhexidine,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL141,Clean Ears (no charge),,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL045,Clean Face / Nose / Eye Area,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL142,Clean Hind End,,,,Each,Each,,no,yes,0.00%,,0,,,,
,CSSM,Clean Scale/Scale Mat,,,,Each,Each,,no,yes,0.00%,,0,,,,
,CSR,Clean Surgery/Restock,,,,Each,Each,,no,yes,0.00%,,0,,,,
,CWT,Clean Wet Table,,,,Each,Each,,no,yes,0.00%,,0,,,,
,CWCB,Clean/Wash Clippers & Blades,,,,Each,Each,,no,yes,0.00%,,0,,,,
,CFR,Clip Feet / Routine,,,,Each,Each,10.0,no,no,,19.5,0,,,,
,CMC,Clip Matts / Complicated,,,,Each,Each,0.0,no,no,,53.0,0,,,,
,CMR,Clip Matts / Routine,,,,Each,Each,0.0,no,no,,28.0,0,,,,
,NONBILL211,Collect 1hr Post-sample,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL212,Collect 2hr Post-sample,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL213,Collect 4hr Post-sample,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL214,Collect 8hr Post-sample,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL209,Collect Fecal Sample,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL210,Collect Free Catch Urine Sample,,,,Each,Each,,no,yes,0.00%,,0,,,,
,VITALS25,Comfort / Pain Check (Pain Score),,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,NONBILL177,Confirm patient is clean and IVC/bandages/dressings removed,,,,Each,Each,,no,yes,0.00%,,0,,,,
,198,Consultation without Exam,,,,Each,Each,0.0,no,no,,89.0,0,,,,
,INJFEE,Controlled  Substance Fee,,,,Each,Each,0.0,no,no,,7.25,0,,,,
,VITALS156,CRI - Bolus,,NOT FOR TRACKING,,Milliliter,Milliliter,0.0,no,yes,0.00%,,0,,,,
,VITALS158,CRI - Buprenorphine (mg/kg/hr),,NOT FOR TRACKING,,Milligram per Kilogram per Hour,Milligram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS160,CRI - Butorphanol (mg/kg/hr),,NOT FOR TRACKING,,Milligram per Kilogram per Hour,Milligram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS165,CRI - Calcium Gluconate (mg/kg/hr),,NOT FOR TRACKING,,Milligram per Kilogram per Hour,Milligram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS168,CRI - Dexmedetomidine (mcg/kg/hr),,NOT FOR TRACKING,,Microgram per Kilogram per Hour,Microgram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS176,CRI - Dobutamine (mcg/kg/min),,NOT FOR TRACKING,,Microgram per Kilogram per Minute,Microgram per Kilogram per Minute,0.0,no,yes,0.00%,,0,,,,
,VITALS178,CRI - Dopamine (mcg/kg/min),,NOT FOR TRACKING,,Microgram per Kilogram per Minute,Microgram per Kilogram per Minute,0.0,no,yes,0.00%,,0,,,,
,VITALS180,CRI - Epinephrine (mcg/kg/min),,NOT FOR TRACKING,,Microgram per Kilogram per Minute,Microgram per Kilogram per Minute,0.0,no,yes,0.00%,,0,,,,
,VITALS191,CRI - Fentanyl (mg/kg/hr),,NOT FOR TRACKING,,Milligram per Kilogram per Hour,Milligram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS369,CRI - Fentanyl/Lidocaine/Ketamine (mg/kg/hr),,NOT FOR TRACKING,,Milligram per Kilogram per Hour,Milligram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS197,CRI - Furosemide (mg/kg/hr),,NOT FOR TRACKING,,Milligram per Kilogram per Hour,Milligram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS318,CRI - GoLytely / NG (mL/hr),,NOT FOR TRACKING,,Milliliter per Hour,Milliliter per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS372,CRI - Hetastarch 6% (mL/kg/hr),,NOT FOR TRACKING,,Milliliter per Kilogram per Hour,Milliliter per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS370,CRI - Hydromorphone/Lidocaine/Ketamine (mg/kg/hr),,NOT FOR TRACKING,,Milligram per Kilogram per Hour,Milligram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS205,CRI - Insulin (U/kg/hr),,NOT FOR TRACKING,,Unit per Kilogram per Hour,Unit per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,CRI,CRI - IV Fluid Drip (Inj. Included),,,,Each,Each,0.0,no,no,,99.5,0,,,,
,VITALS210,CRI - Ketamine (mg/kg/hr),,NOT FOR TRACKING,,Milligram per Kilogram per Hour,Milligram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS213,CRI - Lidocaine (mg/kg/hr),,NOT FOR TRACKING,,Milligram per Kilogram per Hour,Milligram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS234,CRI - Methocarbamol (mg/kg/hr),,NOT FOR TRACKING,,Milligram per Kilogram per Hour,Milligram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS237,CRI - Metoclopramide (mg/kg/hr),,NOT FOR TRACKING,,Milligram per Kilogram per Hour,Milligram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS239,CRI - Midazolam (mg/kg/hr),,NOT FOR TRACKING,,Milligram per Kilogram per Hour,Milligram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS371,CRI - Morphine/Lidocaine/Ketamine (mg/kg/hr),,NOT FOR TRACKING,,Milligram per Kilogram per Hour,Milligram per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS118,CRI - NG/NE Tube Feeding (mL/hr),,NOT FOR TRACKING,,Milliliter per Hour,Milliliter per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS249,CRI - Norepinephrine (mcg/kg/min),,NOT FOR TRACKING,,Microgram per Kilogram per Minute,Microgram per Kilogram per Minute,0.0,no,yes,0.00%,,0,,,,
,VITALS251,CRI - Other,,NOT FOR TRACKING,,None,None,0.0,no,yes,0.00%,,0,,,,
,VITALS298,CRI - Phosphorus (KPhos) mEq/kg/hr,,NOT FOR TRACKING,,Milliequivalent per Kilogram per Hour,Milliequivalent per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS259,CRI - Phosphorus (KPhos) mmol/kg/hr,,NOT FOR TRACKING,,Millimole per Kilogram per Hour,Millimole per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS260,CRI - Potassium (KCL) (mEq/kg/hr),,NOT FOR TRACKING,,Milliequivalent per Kilogram per Hour,Milliequivalent per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS266,CRI - Propofol (mg/kg/min),,NOT FOR TRACKING,,Milligram per Kilogram per Minute,Milligram per Kilogram per Minute,0.0,no,yes,0.00%,,0,,,,
,VITALS310,CRI - Tube Feeding (mL/hr),,NOT FOR TRACKING,,Milliliter per Hour,Milliliter per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS373,CRI - Vetstarch 6% (mL/kg/hr),,NOT FOR TRACKING,,Milliliter per Kilogram per Hour,Milliliter per Kilogram per Hour,0.0,no,yes,0.00%,,0,,,,
,CRYO,Cryoprobe Surgery,,,,Each,Each,0.0,no,no,,85.0,0,,,,
,CSUFLO,CSU - Flow Cytometry w/ CBC,,,,Each,Each,159.0,no,no,,238.5,0,,,,
,USCYSTO,Cystocentesis - Ultrasound Assisted,,,,Each,Each,0.0,no,no,,30.5,0,,,,
,6500,Cytology Resubmit - Reduced Charge,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,DS,De-shedding Fee,,,,Each,Each,50.0,no,no,,53.5,0,,,,
,530,Dental Cleaning Grade I,,,,Each,Each,0.0,no,no,,90.5,0,,,,
,531,Dental Cleaning Grade II,,,,Each,Each,0.0,no,no,,102.5,0,,,,
,531-3,Dental Cleaning Grade III,,,,Each,Each,0.0,no,no,,125.5,0,,,,
,DE1,"Dental Ext./ 101,102,103,201,202,203",,,,Each,Each,0.0,no,no,,17.5,0,,,,
,DE7,"Dental Ext./ 104,204,304,404",,,,Each,Each,0.0,no,no,,103.5,0,,,,
,DE2,"Dental Ext./ 105,205,305,405",,,,Each,Each,0.0,no,no,,24.5,0,,,,
,DE3,"Dental Ext./ 106,107,206,207",,,,Each,Each,0.0,no,no,,36.75,0,,,,
,DE6,"Dental Ext./ 108,109,208,209,309,409",,,,Each,Each,0.0,no,no,,87.5,0,,,,
,DE5,"Dental Ext./ 110,210,310,410,",,,,Each,Each,0.0,no,no,,32.5,0,,,,
,DE1A,"Dental Ext./ 301,302,303,401,402,403",,,,Each,Each,0.0,no,no,,17.5,0,,,,
,DE4,"Dental Ext./ 306,307,308,406,407,408",,,,Each,Each,0.0,no,no,,36.75,0,,,,
,532,Dental Extraction - Decidious Canine,,,,Each,Each,0.0,no,no,,38.5,0,,,,
,EXT1,Dental Extraction - Mobile Tooth,,,,Each,Each,0.0,no,no,,10.0,0,,,,
,533,Dental Extraction Complicated,,,,Each,Each,0.0,no,no,,150.0,0,,,,
,DEN1,Dental Grade 1,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,DEN2,Dental Grade 2,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,DEN3,Dental Grade 3,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,DENREC,Dental Recheck,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,DSK,Dental Sample Kit,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,6129,Dermatopathology w/ Dermatology Consult,,,,Each,Each,140.79,no,no,,209.5,0,,,,
,DBS,Discard Blood Samples,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL006,Discontinue CRI,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL002,Discontinue IV fluids,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL009,Discontinue Oxygen Administration,,,,Each,Each,,no,yes,0.00%,,0,,,,
,T565,"Distemper, Parvo & Vaccine Titer",,Vaccines,,Each,Each,65.52,no,no,,147.42,0,,,,
,537,Ear - Hematoma Repair,,,,Each,Each,0.0,no,no,,295.0,0,,,,
,EOPA,Ear - Oti Pack Admin.,,,,Each,Each,,no,no,,28.5,0,,,,
,BEF,Ear Flush,,,,Each,Each,0.0,no,no,,36.0,0,,,,
,BEFC,Ear Flush - Courtesy,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,HEMCAN,Ear Hematoma with Cannula Placement,,,,Each,Each,0.0,no,no,,95.0,0,,,,
,ECHO,Echocardiogram (Thoracic Ultrasound),,,,Each,Each,325.0,no,no,,425.0,0,,,,
,ULT2,Echocardiogram with Abdominal Ultrasound,,,,Each,Each,0.0,no,no,,600.0,0,,,,
,EMPTRASH,Empty Trash ( TX/Lab/Pharmacy/Exam Rooms),,,,Each,Each,,no,yes,0.00%,,0,,,,
,VITALS121,Empty/Monitor Fecal Catheter Production,,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,134,Enema Administration,,,,Each,Each,0.0,no,no,,56.5,0,,,,
,199,Exam - Acupuncture,,,,Each,Each,0.0,no,no,,180.0,0,,,,
,135B,Exam - Behavioral Consultation,,,,Each,Each,0.0,no,no,,175.0,0,,,,
,EF,Exam - Emergency Care,,,,Each,Each,0.0,no,no,,152.5,0,,,,
,EE,Exam - Exotic,,,,Each,Each,0.0,no,no,,84.5,0,,,,
,139,Exam - House Call,,,,Each,Each,0.0,no,no,,105.5,0,,,,
,142H,Exam - In Hospital,,,,Each,Each,0.0,no,no,,15.0,0,,,,
,137A,Exam - Litter (ea),,,,Each,Each,0.0,no,no,,28.5,0,,,,
,MPEEXOTI,Exam - Medical Progress Exotic,,,,Each,Each,0.0,no,no,,59.5,0,,,,
,BOVVEC,Exam - Medical Progress From VEC,,,,Each,Each,0.0,no,no,,49.5,0,,,,
,DRVSCON,Exam - Specialist Consultation,,,,Each,Each,0.0,no,no,,200.0,0,,,,
,UC,Exam - Urgent Care,,,,Each,Each,0.0,no,no,,96.5,0,,,,
,544,Eye - Entropion Repair ea,,,,Each,Each,0.0,no,no,,175.0,0,,,,
,EFTD,Eye/Flush tear ducts,,,,Each,Each,0.0,no,no,,40.5,0,,,,
,VITALS43,FAST Scan,,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,FRRC,Fax/Online Refill Req Charge,,,,Each,Each,5.0,no,no,,5.0,0,,,,
,230,Fecal - Courtesy,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,50100,Fecal (delayed) (IRL 50100),,,,Each,Each,0.0,no,no,,0.0,0,,,,
,VITALS09,Fecal Scoring,,NOT FOR TRACKING,,Each,Each,0.0,no,yes,0.00%,,0,,,,
,FS,Fecal Stain,,,,Each,Each,0.0,no,no,,34.5,0,,,,
,FECTRANS,Fecal Transplant,,,,Each,Each,0.0,no,no,,125.0,0,,,,
,FEDEXPU,Federal Express Pick-Up Fee,,,,Each,Each,110.0,no,no,,110.0,0,,,,
,FDTB,Feeding Tube Placement,,,,Each,Each,0.0,no,no,,125.0,0,,,,
,86027,Feline Comp Well w/ Fecal (IRL 28479999),,,,Each,Each,93.55,no,no,,229.5,0,,,,
,VAX015,Feline Leukemia (FeLV) Vaccine,,Vaccines,,Dose,Dose,0.0,no,no,,45.5,0,,,,
,FIVPCR,FIV RealPCR Test add-on,,,,Each,Each,119.66,no,no,,149.58,0,,,,
,VAX016,FIV Vaccine,,Vaccines,,Dose,Dose,0.0,no,no,,0.0,0,,,,
,350,Fluid Therapy - I.V.,,,,Each,Each,0.0,no,no,,106.5,0,,,,
,351,Fluid Therapy - SUBCUTANEOUS,,,,Milliliter,Each,0.0,no,no,,36.5,0,,,,
,IVFA,Fluid Therapy IV Additional,,,,Each,Each,0.0,no,no,,55.0,0,,,,
,FLU,Fluoride Treatment,,,,Each,Each,0.0,no,no,,25.0,0,,,,
,NONBILL180,Flush E-tube with Water,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL062,Flush IV Catheter,,,,Each,Each,,no,yes,0.00%,,0,,,,
,NONBILL063,Flush Urinary Catheter,,,,Each,Each,,no,yes,0.00%,,0,,,,
,450.55,Fracture Repair - IM Pinning,,,,Each,Each,0.0,no,no,,830.0,0,,,,
,549,Fracture Repair- K-E Apparatus,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,551,Fracture Repair-Mandibular Sym,,,,Each,Each,0.0,no,no,,0.0,0,,,,
,DXRAYC,Full Mouth Dental X-Rays ( Cat ),,,,Each,Each,0.0,no,no,,150.0,0,,,,
,DXRAY,Full Mouth Dental X-Rays ( Dog 0-50lbs),,,,Each,Each,0.0,no,no,,175.0,0,,,,
,DXRAYL,Full Mouth Dental X-Rays ( Dog 50+lbs),,,,Each,Each,0.0,no,no,,225.0,0,,,,
,FME,Full Mouth Extraction Feline,,,,Each,Each,0.0,no,no,,600.0,0,,,,
,400,Hospitalization - Day,,,,Each,Each,0.0,no,no,,52.75,0,,,,
,352,Hospitalization 1-15 lbs,,,,Each,Each,0.0,no,no,,58.5,0,,,,
,353,Hospitalization 15 -30 lbs,,,,Each,Each,0.0,no,no,,68.5,0,,,,
,354,Hospitalization 30-60 lbs,,,,Each,Each,0.0,no,no,,75.5,0,,,,
,355,Hospitalization over 60lbs,,,,Each,Each,0.0,no,no,,87.5,0,,,,
,IMMUNOTXINJ,Immunotherapy Injection Vials Initial TX (Set of 2),,,,Box,Box,185.94,no,no,,185.94,0,,,,
,CBC,In House Abx CBC,,,,Each,Each,7.45,no,no,,70.5,0,,,,
,AVCCP,In House Abx Critical Care Plus,,,,Each,Each,18.0,no,no,,36.0,0,,,,
,PHENOBAR,In House Abx Phenobarbital Chem Profile,,,,Each,Each,24.95,no,no,,49.9,0,,,,
,IHDBS,In House Direct Blood Smear,,,,Each,Each,0.0,no,no,,43.5,0,,,,
,FECD,In House Fecal Direct,,,,Each,Each,0.0,no,no,,37.5,0,,,,
,229,In House Fecal Float,,,,Each,Each,0.0,no,no,,37.5,0,,,,
,229A,In House Fecal Float & Direct,,,,Each,Each,0.0,no,no,,57.5,0,,,,
,FIVFELS,In House FIV/FeLV Combo Test,,,,Each,Each,13.0,no,no,,39.5,0,,,,
,F4RT,In House Flex 4 Rapid Test,,,,Each,Each,0.0,no,no,,36.5,0,,,,
,GLUC,In House Glucometer Test (Glucometer) (Record Vital),,NOT FOR TRACKING,,Each,Each,1.3,no,no,,18.5,0,,,,
,IHIBS,In house Imagyst Blood Smear,,,,Each,Each,0.0,no,no,,38.25,0,,,,
,IHIFG,In House Imagyst Fecal Giardia,,,,Each,Each,0.0,no,no,,48.75,0,,,,
,IHIFO,In House Imagyst Fecal Ova/Oocysts,,,,Each,Each,0.0,no,no,,57.5,0,,,,
,IHIURIN,In House Imagyst Urinalysis,,,,Each,Each,0.0,no,no,,60.5,0,,,,
,KST,In House Ketone Strip Test (Record Vital),,NOT FOR TRACKING,,Each,Each,10.0,no,no,,28.0,0,,,,
,IHLT,In House Lactate Test (Record Vital),,NOT FOR TRACKING,,Each,Each,35.0,no,no,,44.5,0,,,,
,PST,In House Parvo Test / Canine,,,,Each,Each,0.0,no,no,,45.5,0,,,,
,98,In House Pre-Anesthetic CBC/Prep Profile,,,,Each,Each,0.0,no,no,,78.5,0,,,,
,IHPTPTT,In House PT/PTT Combo Test,,,,Each,Each,20.37,no,no,,32.0,0,,,,
,IHTSH,In House TSH Test,,,,Each,Each,0.0,no,no,,42.5,0,,,,
,252,In House Urinalysis,,,,Each,Each,0.0,no,no,,55.25,0,,,,
,PTTPTIH,InCoag aPTT/PT CWB Test Kit,,,,Each,Each,30.87,no,no,,61.74,0,,,,
,INJCYTOP,Inj - Cytopoint Administration,,,,Each,Each,,yes,no,0.00%,44.5,0,,,,
,INJMF,Injectable Medication Adm. Fee,,,,Each,Each,,yes,no,0.00%,12.0,0,,,,
,ICU,Intensive / Critical Care,,,,Each,Each,0.0,no,no,,125.0,0,,,,
,NONBILL067,Issue Discharge Appointment,,,,Each,Each,,no,yes,0.00%,,0,,,,
,126F,IV Catheter / Fluids with Surgery,,,,Each,Each,0.0,no,no,,45.0,0,,,,
,VITALS54,IV Fluid Bolus,,NOT FOR TRACKING,,Milliliter,Milliliter,0.0,no,yes,0.00%,,0,,,,
,VITALS48,IV Fluids - 0.45% NaCl,,NOT FOR TRACKING,,Milliliter per Hour,Milliliter per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS49,IV Fluids - 0.45% NaCl + 5% Dextrose,,NOT FOR TRACKING,,Milliliter per Hour,Milliliter per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS47,IV Fluids - 0.9% NaCl,,NOT FOR TRACKING,,Milliliter per Hour,Milliliter per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS51,IV Fluids - D5W,,NOT FOR TRACKING,,Milliliter per Hour,Milliliter per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS52,IV Fluids - Hetastarch/Vetstarch,,NOT FOR TRACKING,,Milliliter per Hour,Milliliter per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS50,IV Fluids - Hypertonic Saline,,NOT FOR TRACKING,,Milliliter,Milliliter,0.0,no,yes,0.00%,,0,,,,
,VITALS44,IV Fluids - LRS,,NOT FOR TRACKING,,Milliliter per Hour,Milliliter per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS45,IV Fluids - Normosol R,,NOT FOR TRACKING,,Milliliter per Hour,Milliliter per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS53,IV Fluids - Other,,NOT FOR TRACKING,,Milliliter per Hour,Milliliter per Hour,0.0,no,yes,0.00%,,0,,,,
,VITALS46,IV Fluids - Plasmalyte,,NOT FOR TRACKING,,Milliliter per Hour,Milliliter per Hour,0.0,no,yes,0.00%,,0,,,,
,126S,IV Set / Surgery,,,,Each,Each,0.0,no,no,,15.0,0,,,,
,NONBILL068,Keep Bedding Clean,,,,Each,Each,,no,yes,0.00%,,0,,,,
,714,Kennel Care - Day Stay,,,,Each,Each,0.0,no,no,,20.25,0,,,,
,564,Knee Surgery - Cruciate Repair,,,,Each,Each,0.0,no,no,,1150.0,0,,,,
